content,rating,date,source_site
super boring i wasnt even paying attention until the ending and every part of the movie was very clear to me so simple and a boring dialogues,1.5,2024-03-30,rottentomatoes
an immaculately crafted and riveting tale of class divide told with an interesting story strong performances and beautiful cinematography,4.0,2024-03-30,rottentomatoes
its the best movie it shows how the class gap can bring a person to the border of madness and how much our words can affect the life of others,5.0,2024-03-27,rottentomatoes
the first 80 minutes is a boring drawn out predictable track of over explaining the rational to fire everyone the metaphors are ham fisted these movies about people being people start to suck after awhile when you deal with people being people 5 days a week its a social satire great its not saying anything that hasnt already got me down in the past,3.0,2024-03-25,rottentomatoes
theres nothing about parasite that hasnt already been said it truly is an amazing piece of work and deserves all the praise it gets plenty of other films have expressed the same social criticisms but its the exploration of human desperation with extreme authenticity and realism that is so haunting its disturbing yet brilliant and is what really makes standout it exposes the inequalities between social classes and how it brings out the worst in everyone,5.0,2024-03-20,rottentomatoes
inesperado diferente filme surpreendente,4.0,2024-03-16,rottentomatoes
pretentious weebs like to overstate how good it is,1.0,2024-03-11,rottentomatoes
it begins with a family of four from the lower class in korean society a father mother eldest son and younger sister both parents are unemployed and the children did not continue their education they all lived in a basement room but then suddenly it was like heaven had given a big blessing to this family when the eldest brothers friend has to study abroad so he entrusted him to teach english to a rich mans daughter however this apparent stroke of luck eventually leads to unforeseen disaster and this is the first movie in 92 years of the oscars to be the winner of this award it is a nonenglishlanguage film its undeniable this movie is famous and popularity because of the outstanding cinematography and unforgettable characters first of all i will talk about the best scenes that impressed and fascinated me while watching this movie the scene of walking down the stairs to return to the mouse hole home while it rains occurs after the parasitic family has to escape from the paradise they have only recently enjoyed the kim family ran home to save as much of their belongings as possible after watching that scene made me feel like it reflects society that rich people are at a high point and can take the heart of a crisis but poor people must overcome their own obstacles then during the conversation with the lady during a phone call she talked about something that made kim ki taek stop this is another scene that makes me feel that no matter what class or society you belong to you will be criticized looked down on oppressed and cynical by someone higher than you anyway while all the actors in the film deserve praise for their performances kim ki taeks character portrayed by song kang ho stands out of the narrative i really love him because he is the main characters that makes the story fun hilarious tense and thrilling at the same time he made the story colorful and not too stressful,4.5,2024-03-09,rottentomatoes
una obra maestra cinco estrellas totales una película sensacional bastante argentina en varios aspectos,5.0,2024-03-07,rottentomatoes
the gold standard of what every eat the rich satire wants to be,4.5,2024-03-04,rottentomatoes
this movie was the best i ever wathced in my life from story telling to camera shots just one thing the movie ending would be more intresting if the son from poor family when he got hit by the rock developed some pshihological problems and top that there was kinda lack of conflic bethen poor family dauther and his studient,5.0,2024-02-26,rottentomatoes
very deep and refreshingly original loved it,4.0,2024-02-25,rottentomatoes
i absolutootly love it,5.0,2024-02-23,rottentomatoes
melhor filme que já foi feito já história da humanidade até os dias de hoje,5.0,2024-02-23,rottentomatoes
although vastly overrated 기생충 starts with a very creative idea supported by lovable performances unfortunately it soon falls apart due to the korean adagium that some super unrealistic thing absolutely must happen to keep a movie from being boring and as soon as the film takes that turn theres really nowhere for it to go but an uninspired conclusion,3.5,2024-02-18,rottentomatoes
the acting in this movie is acceptable and we accept all the characters but in terms of structure narrative miseenscène and framing this movie is very good i think the director knows what he wants and knows how to show it and this is the art of directing,4.5,2024-01-31,rottentomatoes
great storytelling one of my faves,5.0,2024-01-23,rottentomatoes
this film was genius and it deserved all the awards it received,5.0,2024-01-21,rottentomatoes
after you watch this film ask yourself who the titular parasite is as a lowerclass family integrates themselves with an upper class family the lies and deceit begin to bite them back as they discover something that throws everything into disarray bringing up themes of class and high society this is a film thatll leave you shocked and very unnerved,5.0,2024-01-17,rottentomatoes
a pretty good movie though i think its a little overrated the story is interesting the chacters on the other side are rather onedimensional and boring,4.0,2024-01-15,rottentomatoes
great movie great actors no doubt a weird end,5.0,2024-01-12,rottentomatoes
une pépite coréenne un excellent moment passé pendant le visionnage un film à voir absolument que ce soit pour sa vision du problème des classes sociales le film est des fois assez visuel sans trop lêtre ce qui le rend assez accessible le film senchaine très bien et ne se précipite pas dans ce quil veut raconter,4.5,2024-01-11,rottentomatoes
demands to be seen with as little advanced knowledge as possible because this will allow you fully appreciate how gradually bong joon ho moves the plot from farce to something else,5.0,2024-01-10,rottentomatoes
socialclass opener we all know that social class is prevalent in society but this movie shows how unaware the upper class is to the lower classes and the struggles they face or how irrelevant it is to them unless it directly affects them,5.0,2024-01-05,rottentomatoes
decent movie the story was good but the plot was predictable some odd scenes that felt unbelievable not sure why its a 99 or got so much praise movie is soo mid,3.5,2024-01-04,rottentomatoes
amazing cast thoroughly enjoyable and powerful i didnt quite get the meaning behind the ending but still liked this movie very much,5.0,2023-12-31,rottentomatoes
one of the best movies of this decade hands down will rewatch an infinite amount of times,5.0,2023-12-21,rottentomatoes
this film is absolutely thrilling engaging and contains elements that will grip you throughout its entirety however i think there are far better movies from south korea that i myself have seen recently such as a moment to remember  past lives they might not be of the same genre but the previously stated films mainly a moment to remember deserves to be equally acclaimed of not more despite lacking thrilling aspects which most of the time is what forces us to be glued on our sofa expecting every upcoming moments these movies rely on romance interesting stories and subtly reveal concepts that we rarely stumble upon on most movies and series being released these days the actors are impeccably competent the excellency of the cinematography is unimaginable and the sets display visually appealing areas of the asian continent this is an area that i think parasite must have capitalized on gladly they saved the whole thing with twists and turns mainly one that makes the 2h12 worth your time,3.5,2023-12-20,rottentomatoes
saw this in the theater when it came out and then saw it again two days ago excellent portrait of rich and poor and as always with korean cinema the innate flaws of humanity and pitfalls of an infinitely imperfect universe sometimes the morally superior position is unoccupied because given the tools the characters have been assigned in life the morally superior position is exceedingly difficult to compute andor attain,4.5,2023-12-08,rottentomatoes
it keeps clinging to me parasite will be remembered for generations every frame is a painting and despite its harrowing depiction of the damages of classism a shared struggle emerges which is simply put human anyway fun stuff,5.0,2023-12-03,rottentomatoes
excellent it really deserves the oskar,4.5,2023-11-22,rottentomatoes
just the scene after the flood is sufficient for this movie to be one of my favorite movies of all time,4.0,2023-11-22,rottentomatoes
parasita é um filme que brinca com o público ao construir um enredo bem desenhado e dinâmico e surpreende o telespectador com o resultado das ações dos personagens super indico,4.0,2023-11-06,rottentomatoes
100  of tomatoes with all the profound abyss of mankind best film of 2019,5.0,2023-11-03,rottentomatoes
in my opinion a great movie needs to keep you entertained with a gripping original story interesting wellrounded characters that develop over the course of the movie to be thoughtprovoking and stay with you long after youve watched it parasite delivers on all points in spades,5.0,2023-11-02,rottentomatoes
amazing movie genius so well made tells a great story i wanna rewatch,5.0,2023-10-29,rottentomatoes
so kids the lesson today is when a family member asks you to help them invade someones life leech off of their success and eventually get them killed by a deranged old man you say no why would you do that,4.5,2023-10-29,rottentomatoes
sadique palpitant thrillant parfait du début à la fin ce film est un chefdoeuvre,5.0,2023-10-22,rottentomatoes
amazing visual art story lighting camera walk everything is perfect it show the line of top and bottom peoples in every way in movie,5.0,2023-10-02,rottentomatoes
fantastic movie it felt as if it was a perfect film,5.0,2023-09-03,rottentomatoes
parasite is wild its perhaps the most wild film ive ever seen the story is compelling and there really are two or three stories in the film its also really imaginative however at times its just not enjoyable even if you like genres under which the film falls,3.0,2023-09-03,rottentomatoes
great movie i can assure you the parasite does not include the mind virus that plagues the west,4.0,2023-09-03,rottentomatoes
parasite is definitely a must see film in 2019 and is often regarded as bong joonhos most influential masterpiece of a blackcomedy who also directed the acclaimed films such as snowpiercer okja memories of murder and the host and the first korean film to win an academy award for best picture this plot centers about the unemployed destitute kim clan who pretend to be highlyqualified individuals by infiltrating the wealthy park family,4.5,2023-08-31,rottentomatoes
un chef doeuvre qui a prit du temps à murir en moi mais vraiment aujourdhui je ne peux mempêcher de le comparer à tous les autres films qui me semblent être de la même veine,5.0,2023-08-29,rottentomatoes
genuinely amazing story with deep economic meanings yet scary and disturbing,5.0,2023-08-23,rottentomatoes
incredibly smart and detailed screenwriting and direction the build up is a ride that keeps getting higher and higher until it eventually starts to drop into chilling thrills and it delivers more than expected well crafted climaxes it feels pretty insane and dramatic but it still knows how to be humourous the cinematography and music is fantastic and highlights the storytelling very well while the cast is brilliant and convincing on their part during the whole act the editing is very clever and engaging the use and timing of the slow motion dramatizes scenes just perfect the script is flawless the sets compliment the narrative and create a great contrasts between the two families the flooding scene looked pretty good including the explosive toilet theres seemingly no scene that feels out of place nothing in this movie went to waste a masterpiece,5.0,2023-08-19,rottentomatoes
one of my alltime favorites the first movie i paid to see a second time,5.0,2023-08-18,rottentomatoes
ive never seen a movie like this awesome,5.0,2023-08-08,rottentomatoes
a truly perfect film great themes about social classes while also being entertaining throughout,5.0,2023-08-07,rottentomatoes
this movie is so good holy i ve never seen anything like it and its good its got a lot of soul the performances are amazing the shots are extreordinary the pacing is nearing perfection i dont know what else to say i m amazed wow big ups,5.0,2023-08-03,rottentomatoes
this move is a masterpiece,5.0,2023-07-31,rottentomatoes
i disagree with most of the films premise but find it hilarious and affecting all the same  would be nice if modern audiences could understand that this is very achievable not everything has to be us vs them,4.5,2023-07-27,rottentomatoes
one of the first realserious films of hollywood i watched its the one and only movie that always comes to mind when someone asks what are your 10 top movies do not even bother reading reviews watch it and see for yourself,5.0,2023-07-26,rottentomatoes
one of the most unique thrilling suspenseful bonechilling edgeofyourseat movies in not just this decade but of all time,4.5,2023-07-21,rottentomatoes
i did not love it but i liked it very much,3.5,2023-07-16,rottentomatoes
one of the best films of all time,5.0,2023-06-28,rottentomatoes
i liked it but didnt love it i thought the story was interesting but not that exciting it was fun to watch the family work together but it wasnt my favorite not a best picture imo,3.0,2023-06-28,rottentomatoes
a fresh and original story that moves along at a steady and wellbalanced pace with more than a couple surprises along the way,4.0,2023-06-27,rottentomatoes
this is s very good movie what makes it so is it presents very complex relationships in a simplified limited sets environment there is an intimacy to the proceedings and this augments the comedic aspect as well the acting is efficient and effective the one drawback is the two dimensional characters presented as absolute versions of rich and poor in other words youre either on this side or that side that is not to say that there are not people that act and think this way it all seems very convenient and you can predict character reactions there is no warmth or sympathy between the families no personal connections with everyone being disposable and blind to one another they pursue their own self interests without ethics or morality either a hustler or very gullible however as a black comedy this can work and it does so throughout the movie it is a movie that must be thought about considering each layer like matryoshka dolls class interactions causing intraclass dichotomies and violence a very harsh movie on its own characters i have watched it more than once i pick up something new or a new idea about the film with each viewing exactly the effect a thinking movie should have on its audience,3.5,2023-06-18,rottentomatoes
a great original story solid acting and shocking twists and turns make parasite a highly entertaining movie easily weaving in its themes of class inequality parasite makes for a thoughtprovoking drama while still being interesting to watch,4.0,2023-06-17,rottentomatoes
an absolutely fantastic film with a great unique original story that is only held back from perfection because i wanted the family to continue to get away with what they were getting away with,4.5,2023-06-16,rottentomatoes
a clever original story that intertwines drama comedy and thriller elements brilliantly along with a heavy dose of social commentary,4.5,2023-06-15,rottentomatoes
interesant pana accelereaza tamp spre final,3.5,2023-06-11,rottentomatoes
it kept getting better and better,5.0,2023-06-09,rottentomatoes
best korean movie of all time,5.0,2023-06-08,rottentomatoes
the first half of the film is darkly humorous with a family living in a basement lying and framing the driver and housekeeper in an effort to work for the rich when i saw the first half i thought it was supposed to be a comedy until they see rich people go camping but the jin family actually live in the mansion eat and drink and completely consider themselves rich it makes me uncomfortable to see this because it is greed they want to make money thats normal but to enjoy a life of utter hypocrisy is greed seeing the heavy rain i thought the host family would come back the good part of the movie is the return of the old butler the turning point of the film is the scene leading to the basement from this moment on this is no longer a comedy it became a conspiracy a bigger lie a fight for life i thought that the jin family has parasitic in the rich family did not think that the old housekeeper and her husband is a bigger parasite after watching this movie i always wonder what i would have done if i was living in a basement working for a rich man i will definitely work hard to make money change a better house and then through this job to find a better job for myself that should be most peoples plan the jin family although very smart also very good at work but they are lazy do not make progress do not have a plan and do not seek to change the status quo so they would rather be parasites and feel inferior than change the status quo the lesson of this film is that if you are not satisfied with your life you must find a way to improve the quality of your life because you can,5.0,2023-06-08,rottentomatoes
it was entertaining but not mindblowingly good as many western critics indicated part of the confusion is caused by western critics who seem to be evaluating the plots shock value based on a europeanwestern 3act structure instead of the 4act asian structure this movie plot follows the latter and is consistent with the timing and expected twists and turns of that structure after accounting for the 4act structure this plot is not as shocking or surprising as western critics seem to think instead it takes the expected twists  turns in the expected order which reduces its shock value still its an entertaining way to pass a few hours,3.0,2023-06-01,rottentomatoes
parasite is unique funny relentless nerve racking and deeply earnest the juxtaposing themes and visual staging unveils a climax that will leave the audience shocked and thrilled,5.0,2023-05-25,rottentomatoes
hard to watch seems to be glorifying class warfare not good,0.5,2023-05-19,rottentomatoes
gg bong joonho please direct my life,5.0,2023-05-10,rottentomatoes
bit too dark for my taste but deserving of best picture in the oscars great movie all around a must see so good,4.5,2023-05-09,rottentomatoes
hilarious genius heartbreaking,5.0,2023-05-07,rottentomatoes
this movie is absolutly masterpiece,5.0,2023-05-02,rottentomatoes
one of the best movies ive ever seen you cannot miss this one,5.0,2023-04-22,rottentomatoes
good but overrated didnt deserve best picture jo jo rabbit was better,3.0,2023-04-14,rottentomatoes
well its oscar nominated so that means its sht so average that you want to scream dont pay money for it but watch it so you can say you did,2.5,2023-04-10,rottentomatoes
trump brought me here im not into reading subtitles but have no regrets watching this well deserved oscar worthy,4.0,2023-04-03,rottentomatoes
its good but i do not know if i like it not sure how i feel about this its very simbolic and has something to say and its an incredible thing but i dont dig it dont know how to explain it too,3.5,2023-04-01,rottentomatoes
overrated is the operative word this is a year that gave us once upon a time in hollywood 1917 jojo rabbit all of which i believe were far stronger accomplishments regardless of that this is a good film at times very good but theres nothing that merits the hoopla other than a foreign film being the the esoteric darling of that years hollywood cultural mentality about cultural mentalities parasite isnt worth vaccinating against but its overactive accolades were a bit pestilential,3.5,2023-04-01,rottentomatoes
awesome there are no good guys or bad guys everyone is equally parasite  equally host quite brilliant on nearly every level from story to humor to thriller elements to acting to cinematic craft i didnt expect to like this movie yet once it was finished exclaimed that might be the best movie ive ever seen do not go into it with those type of expectations  avoid knowing too much about it beforehand its great movie  one of my favorites,5.0,2023-03-28,rottentomatoes
this is an intense movie its almost like 2 genres in one,4.5,2023-03-22,rottentomatoes
best picture good grief bleh,1.0,2023-03-20,rottentomatoes
hands down one of my top 5 movies of all time,5.0,2023-03-15,rottentomatoes
in a world of cgi superhero rubbish this stands out as one of the best films of modern cinema,5.0,2023-03-12,rottentomatoes
if any creation is able to make an unforgettable imprint of what needs changing in this world that production has fully achieved its purpose through precise acting by the cast the movie imposingly justifies the desperation of the neglected a well written story with imaginativeness of the highest quality excellent visual effects and use of colour tones to portray the decaying of the societys core excellent design of characters capturing many traits of personalities theres alot to gather from this movie and whats truly interesting when its viewers turn to decide who the real parasites of the society are,5.0,2023-03-06,rottentomatoes
if youre one of those spectators that do not have any problem reading the subtitles youd find out a well acted crafted edited movie with a surprise twist worth of the academy award,4.5,2023-02-27,rottentomatoes
it was ok not too interesting the whole movie i was waiting for something to happen,3.0,2023-02-18,rottentomatoes
i thought this movie was fantastic a human story of class tragedy and horror,4.5,2023-02-18,rottentomatoes
a masterpiece in filmmaking parasite is a thrill ride never revealing where its truly going until the bitter pulsepounding end,5.0,2023-02-16,rottentomatoes
probably going down as a classic,5.0,2023-02-14,rottentomatoes
i cant even explain,5.0,2023-02-07,rottentomatoes
loved every aspect of this movie appreciate that the story is wellwritten and has a solid premise you can tell that a lot of work went into making this film both the acting and the cinematography were excellent  contains many lovely symbolisms and touches on issues such as wealth and inequality there is just so much about this movie that i enjoy,5.0,2023-02-04,rottentomatoes
great film and story with amazing shots also one of the best endings ive ever seen,5.0,2023-02-01,rottentomatoes
watched this in theaters great from start to end,5.0,2023-01-14,rottentomatoes
when i first viewed parasite i thought it to be wildly overrated but upon my second viewing i absorb the storyline much better maybe i was in a better frame of mine parasite joins my top 10 movies of the 21st century along with children of men the two towers judas and the black messiah top gun maverick casino royale the incredibles carol get out and dont look up soul moved to number 11,4.5,2022-12-24,rottentomatoes
the director of the film knows what he is doing in addition to addressing social issues he manages to create really important characters and an ingenious and simply amazing plot which leaves the viewer more and more suffocated and involved in the story the film is perfect in my opinion,5.0,2022-11-27,rottentomatoes
the best movie ever made especially internationally with the best acting ever by an ensemble plus the best directing from joonho bong also the best movie screenplay ever written as well as the best editing ever done in a movie and the best production design ever made in a movie,5.0,2022-11-27,rottentomatoes
with a brilliant mix of genres parasite manages to touch surprise frighten and chuckle with flawless acting immaculate cinematography and a deeply enthralling story that honors its audience proving bong joonhos masterful command in the art of filmmaking,5.0,2022-11-14,rottentomatoes
this is one of my favorite movies and im often hard to impress today i watched this movie and had no idea what to expect it was a twisted hilarious masterpiece of cinema it had my heart beating i was on the edge of my seat the entire movie anyone whos a movie geek like me has to watch this,5.0,2022-11-13,rottentomatoes
a tedious mediocrity for a so called masterpiece parasite is one of those movies you go into expecting a walk on the red carpet experience especially for a critic apprentice like me none of over sort happened and snacks were not provided so i had to begrudgingly hark over 20 for a popcorn surely this couldnt get any worse but as the light went dim and the projector starting whirling i stared in pure baffling awe as the movie wasnt even in english no seriously who would have left such a grave technical error in the final product i had to squint and read the tiny text at the bottom surely damped my mood this movie was only made to hate on rich people which is insensitive because they are only using the fruits of their labor to live their everyday lives i find it ironic that these top critics shower this movie with praise when they themselves are money hungry worms how upsetting,2.0,2022-10-28,rottentomatoes
a breathtaking and different film from south korean cinema about the class gap,5.0,2022-10-22,rottentomatoes
la trama es interesante muy disfrutable la escenografía perfecta buenas fotografías actuación excelente aunque el final se siente un poco sobre expuesto y apresurado,4.5,2022-10-19,rottentomatoes
director bong joon ho has always been preoccupied with socioeconomic disparity but he takes it to an entirely different level with parasite when the impoverished kim family cleverly inserts itself into the wealthy park family life for both families spirals out of control resulting in unimaginable chaos and horror parasite is a film truly unlike any other an ingeniously plotted nightmare that works as both an art film and entertainment for the masses bong joon ho a master of visuals frames and blocks every shot meticulously humor is perfectly balanced with suspense all while remaining faithful to his theme parasite is one of the best films of the 21st century if not the best,5.0,2022-10-11,rottentomatoes
tenso e intrigante o filme me surpreendeu super recomendo,5.0,2022-09-23,rottentomatoes
um dos melhores filmes de todos os tempos,5.0,2022-09-21,rottentomatoes
one of the most original movie ive seen in a long time the oscar was well deserved,5.0,2022-09-13,rottentomatoes
this movie was entertaining through out and kept me engaged from beginning to end my favorite bong joohho film and in my opinion his best to date it still has its faults and seems a bit preachy at times but i still really likedenjoyed the movie,3.5,2022-09-11,rottentomatoes
a very good but not absolutely incredible movie uses symbolism the most very well very good storytelling through visuals,4.5,2022-09-06,rottentomatoes
among movies that will be in the running for the oscars 2020 the most interesting is the achievement of korean director bong joonhu not because of some special quality and originality but because of the marked overestimation given to him by both lay audiences and from modern critics please note that the writer of these lines is not one of the experts of korean films nor was he ever interested in being one on the other hand bong joonhu became an international creator with his excellent snowpiercer from 2013 so the criteria should be in line with that fact the film is at first indisputably interesting to watch drinkable extraordinarily driven it is placed between comedy drama and thriller intelligently refusing to classify itself as well as engaging in a deeper understanding of social problems avoiding to take sides with either of the two families portrayed in the film from the two ends of the social ladder so that it cleverly made the culmination as interesting as possible it will undoubtedly be awarded with some oscars except for acting because there is no reason for that but there is also no reason to emphasize the overoriginality of the story itself ie screenplay because the critics seem to have forgotten the masterpiece of the 1964 french director and screenwriter rene clements joy house aka the cage of love with alain delon and jane fonda the main thrust of joonhus film is taken from the title with the motives and plot of the love affair being transferred to the social sphere which of course is so modern today but in that case it is somewhat hypocritical not to give a simultaneous and deeper analysis for the sake of mere viewability and commercial reasons also in addition to the many other banalities used in the plot communicating with the morse code as presented in the film could also include it in science fiction genre,2.5,2022-09-05,rottentomatoes
shocking to see so many korean actors in a korean film of course wheres your diversity  the film was very good with interesting social commentary but i did find it a little absurd in places and the ending wasnt for me,4.5,2022-09-03,rottentomatoes
this is a tense and somewhat unsettling film which is thrilling and claustrophobic at times its certainly a multilayered plot that builds up slowly i wouldnt want to say anymore so as not to provide any potential spoilers its not clear from the start whats going to happen and its a film thats likely enjoyed more if you dont have too many preconceptions its certainly quite a memorable film i wouldnt say its the most thought provoking film ive ever seen by any means but it is pretty thoughtful in terms of the general societal themes covered i would certainly recommend it if your keen on world cinema and like to watch films that keep you guessing,4.5,2022-09-02,rottentomatoes
der film ist eine mischung von schauspiel thriller gleichnis posse karikatur und komödie und spielt das soziale ungleichgewicht in südkorea und sogleich der welt an bong joonho schrieb das drehbuch mit han jinwon und sogleich führte auch bong joonho die regie der film ist perfekt inszeniert er ist mit spürbarer liebe ausgestattet und mit können gestaltet selbst die filmmusik ist mit modernen und klassischen elementen bestückt für mich ist der film mit seinen darstellern in aller hinsicht perfekt und des lobes würdig ein genuss für die augen und für die ohren,5.0,2022-08-29,rottentomatoes
filme legal pra caralho gostei de como a família conseguiu os empregos com a família rica e gostei do mini plot twist no final do filme só achei o ruim a garota de morrido com uma facada só e o garoto ter ficado vivo por causa da pedrada na cabeça mas acho que a garota era para ficar viva no filme mas de resto eu recomendo muito esse filme vale a pena assistir mas não sei se merecia o oscar,4.0,2022-08-17,rottentomatoes
one of the best movies ive ever seen,5.0,2022-08-15,rottentomatoes
a haunting pitch black comedy that thoroughly skewers the dog eat dog world of capitalism it leaves you feeling lost in the fog of who the real parasite is the poor who must violently contend against each other and fight dirty for a chance to suckle off the teat of the rich or the rich who are infantilized by their own wealth into a selfish helplessness on which they survive off the labors of those they keep in destitution the twists kept me on the edge of my seat while the dark humor rubbed salt in my wounds all of this brings you to an ending so bleak it highlights the faults in a system where the only way to live is without direction as any plan is folly in the face of where you are born under capitalism,5.0,2022-08-15,rottentomatoes
parasite is like a boeing 777 taking off vertically soaring high losing velocity and falling to earth in a raging fireball in other words ive seldom been so impressed by the first 3 acts of a movie or so let down by the last 2 what makes the movie initially so charming is the crisp fairytale structure of the plot offering glimmers of hope that maybe just maybe filmmakers have rediscovered the art of storytelling the kim familys takeover of a palatial hillside home or at least the downstairs bit is a joy to behold it follows relentless patterns of connivance and insinuation as when the old housekeeper is let go for seeming to stain a handkerchief with tubercular blood no problem mrs kim with a helpful reference from a daughter posing as an art therapist is right on hand to fill the spot despite the folktale vibe theres plenty of nuance too we are not invited to simply pity the destitute kims or to despise the complacent parks somewhere midway through mr kim shares his lifes store of wisdom with his son planning things out is a waste of time and whatever happens happens what can you do with such a patriarch its not hard to see how the kims have made themselves desperately poor equally reprehensible is the kims outlook toward the parks whom they dehumanize as gullible marks meanwhile the parks are presented as clean organized and essentially decent mrs park despite her emotional imbalance is particularly winsome and you flinch when the kims call her an idiot behind her back unfortunately all of this nuance is lost by the end other reviews have pointed out the richly metaphorical nature of the movie but i would add that the metaphors fall like a rain of bricks in seeing mr kim hired as a chauffeur forced to don an indian headdress for a birthday party we are to associate him with the oppressed peoples of the world,1.5,2022-08-14,rottentomatoes
the direction the cinematography and the visual messages in general are just incredible welldone the story is perfectly constructed making this both a really dynamic and deep film,4.5,2022-08-11,rottentomatoes
wow easily one of the best films ive ever seen a must watch its a comedy drama and thriller all roled into one amazing story telling and character development if you havent seen it cancel your plans and watch it tonight,5.0,2022-08-08,rottentomatoes
good drama lots of symbolism witch i love,3.5,2022-08-08,rottentomatoes
a movie that glorifies stealing from and killing of honest folks it worries me that this sad ultraleft fetish received such high praise,1.0,2022-08-07,rottentomatoes
the overall high level of quality is very apparent the movie is excellently staged shot and directed the story also moves at a very efficient pace its fast but every scene adds to the story and it slows down when it needs to parasite is truly gripping partially due to its structure and it uses both humor and tension expertly the films message is clearly conveyed not only through the characters and their actions but also very much through the cinematography there are some nice dichotomies that separate rich and poor  light and dark clean and dirty and high and low,5.0,2022-08-03,rottentomatoes
84  seamless transitions from light hearted comedy to tragic real moments great use of metaphor but not my best picture of the year,4.0,2022-07-17,rottentomatoes
parasite is one of the few movies you will find where i dont have a single critique to give from start to finish the experience keeps you hooked with an innovative plot that was acted perfectly by the cast its well deserving of its acclaim and deserves your attention for one sitting without a doubt one of the best films not just of 2019 but to ever be created bravo bong joon ho bravo,5.0,2022-07-16,rottentomatoes
5010  poorinferioramateurish seen on 71022,2.5,2022-07-11,rottentomatoes
la película perfecta para cerrar la década esta joya de suspenso y comedia negra surcoreana dirigida por el casi visionario bong joonho es más que solo la mejor película de 2019 es un fenómeno sensacional de la industria saltando de un género al otro parasite 2019 realmente sorprende con su inteligente humor reflexión ante los temas de interacciones y clases sociales y dándole una vuelta de tuerca a la trama un par de veces las emociones de la película adoptan nuevos grados de intensidad por minuto el pulso cardiaco también apoyando todos los géneros que representa así como paralelamente los temas preocupantes que hay en su escena sus numerosas nominaciones a los óscar aseguran su título como futuro clásico principalmente por el logro de ser la primera película de idioma no ingles que gana el premio a mejor película este es un tipo bienvenido de parásito que no se va de mi cabeza y creo que muchas personas que la vieron van a estar de acuerdo al respecto,5.0,2022-06-28,rottentomatoes
i sat down to watch this movie with my dad who has poor eyesight cant read subtitles very quickly and usually falls asleep halfway through movies he was riveted throughout the whole movie the plot is so satisfying and suspenseful the climax was upsetting and really made me think there is so much to analyze about this movie the ending was so perfect too,5.0,2022-06-25,rottentomatoes
with a brilliant mix of genres parasite manages to touch surprise frighten and chuckle with flawless acting immaculate cinematography and a deeply enthralling story that honors its audience proving bong joonhos masterful command in the art of filmmaking,5.0,2022-06-24,rottentomatoes
this is a mediocre movie i didnt enjoy it at allit was just weird not funny and not satisfying very violent worst best picture winner i have ever seen by far,2.0,2022-06-21,rottentomatoes
parasite captures you from start to finish its engaging thoughtprovoking with its premise captivating with its performances and music score and somehow manages to handle the tones of humour drama mystery thriller suspense without them conflicting all wrapped into one film one of the best of the decade and a welldeserved oscar win,5.0,2022-06-18,rottentomatoes
what an interesting movie i dont really know what to think of it to be honest thats why i gave it a 25 out of 5 it had an interesting plot at the beginning with them all taking over the house but it began to get gruesome and weird towards the end the ending was just crazy i dont know if i would recommend this movie or if it is as great as everyone makes it out to be,2.5,2022-06-15,rottentomatoes
a masterwork in storytelling and shifting tones,4.5,2022-06-13,rottentomatoes
i dont often disagree with mark kermode but i found this a big disappointment,2.0,2022-06-11,rottentomatoes
one of my favorite nonenglish films with witty writing and amazing performances story is great as well,4.5,2022-06-10,rottentomatoes
simplesmente o melhor filme do ano dele,5.0,2022-05-31,rottentomatoes
my favorite movie out there for sure it has great pacing with an exciting genre combination and always keeps the audience on its toes with great symbolism and relevant themes,5.0,2022-05-30,rottentomatoes
amazing portrayal of how human evilness manifests differently between social classes  while still featuring a riveting plot blends humor suspense and dark moments super well and transfers well to an american audience definitely deserved best picture,4.5,2022-05-26,rottentomatoes
one of the best movies ever created,5.0,2022-05-12,rottentomatoes
outstanding cinema this is a much watch it has all the ingredients of a classic film  humor sadness excitement despair and hope im not sure exactly who is the parasite though since the story does a great job of not turning any of its characters into a villain does a great job of displaying the contrast between abject poverty and extreme wealth and how classism plays out and ends in tragedy,5.0,2022-05-06,rottentomatoes
a brilliant film truly a masterpiece,5.0,2022-05-06,rottentomatoes
when i finished parasite i called my best friend have you seen this movie i asked to which he replied no you need to see this movie i urged there isnt much more to say if you still havent seen parasite you need to see it,5.0,2022-05-04,rottentomatoes
amazing thriller it will make you think what would happen next throughout the entire film and will still make you wonder what might have happened next even after film ends,5.0,2022-05-01,rottentomatoes
full of surprises humor and social commentary it ultimately ends with deep pathos nothing is what it seems and it ends up being even more so it seems fairly light and what will turn out to be more a caper than what it becomes which is a hammer over the head a very impressive film that will keep you thinking long after its over deeply affecting,4.5,2022-05-01,rottentomatoes
best movie in a long time,5.0,2022-04-26,rottentomatoes
through dark humor the film describes the incredible misery it can mean to be human the rich are deviant from reality and the others are excluded from reality the end shows that the hope of being human just like everyone else never disappears,5.0,2022-04-25,rottentomatoes
i loved this movie it is one of my favorites it is a movie with many metaphors clear examples of social stratification very interesting plots that will leave you amazed very good cinematography and direction a movie that has tributes and deserves them if you are not a big fan of asian cinema i recommend this movie and i hope you like it ,5.0,2022-04-23,rottentomatoes
