rating,date,content
5,2021.09.24,"A very accurate depiction of the wealth gap that is relatable anywhere you go in the world. It shows how desperate people become for money and the small, subtle messages throughout the film make the movie even more exciting to watch."
5,2021.09.19,a really good movie and bcuz of it i start watching some korean movies
4,2021.09.19,"Fantastic. Definitely a different feel from most movies I've seen. Worth the watch and the insight into the social commentary. I had a very different perception of this movie when I saw its poster. It definitely turns dark very quickly at the end, but then has a nice yet eerie resolution in the end. Would recommend if you enjoy film and something different."
5,2021.09.18,"Parasite movie is outstanding. It has many levels, great detail and a fresh, even harsh look at the rich-poor divide in the world today. Some scenes evoke Tarantino's signature, but it is made in the best tradition of Japanese movie art. You cannot stop to think about this film even next day. Every body must see it and think about our wrong world where one part lives in prosperity and the other part struggles restlessly to survive."
3,2021.09.15,"Since it received the 2020 Best Picture Academy award, I felt compelled to watch the film despite the fact that it was sub-titled with no English overdub or Audio Description. Too bad I hadn't taken more than a couple of semesters of French in high school, since they did have a French overdub track. ;-) It was a decent film. I'm not sure it was worthy of best picture, though."
4.5,2021.09.15,Hold on to your seats lots of twists and turns
5,2021.09.13,"A surprising like for me. Though, not sure why, since I watch subtitled shows all the time in Japanese. I really enjoyed the peek into Korean culture, or at least what I assume to be Korean culture. It's fresh and different. It blends seriousness and comedy very well, and it's definitely up there for movies I've seen. I'm not entirely sure about the message itself. I rarely find that movies can deliver a stellar message, like a book can, as they don't seem to have enough time. But it's very entertaining and worth re-watching, which I wouldn't say about too many movies."
3.5,2021.09.10,"Enjoyable yet anxiety ridden. A good watch, but doesn't quite warrant all the praise it gets. Good acting and a somewhat interesting plot."
4.5,2021.09.03,One of the best Korean movies I've watched. The soundtrack itself was amazing. 9/10
5,2021.09.02,"This movie is wild. Thrilling, funny, suspending, etc. great movie. Very unpredictable as well, which I liked, made me more engaged"
5,2021.08.30,One of my favorite movies!
5,2021.08.29,"What a rollercoaster. The first thing that stood out was the cinematography and environments in this film which are gorgeous. The structure of the story is subtle and peels away layers as its interesting characters become more involved in the plot. The music elegantly heightens the tone of this film too. The film is multilayered and universal in its themes but may lose some nuisance in the narrative screenplay due to its translation and being ingrained in Korean culture. People leeching off of others is apparent. The social commentary here is blatant. Karma is a thing. But what I felt resonated most was the importance of family. The theme continuously appears throughout this film without you even realising but is ultimately driven home in the final scenes. Bong Joon Ho has constructed a modern film that hits the current zeitgeist of today, but in a way that will not become dated. Parasite is a weave of dark tones, intrigue, mystery, and humour, and is the pinnacle of modern international cinema today."
5,2021.08.24,"I truly love this film. Its' dark, witty class satire is unlike anything I've seen in a long while."
5,2021.08.23,Enjoyed this more then I expected.
5,2021.08.22,"Parasite is Bong Joon-ho's best work. With incredible Acting, Cinematography, Writing, Lighting and more that's just sandwiched brilliantly together! It's one of my favorite films right next to Evil Dead II."
5,2021.08.15,This movie kept me on the edge of the seat and I want to watch it again very soon. Crazy good.
5,2021.08.14,"In the era of the complete domination of the superhero movies, Parasite is a symbol of sagacity with its allegorical story telling. Maybe a wake up call for Hollywood that CGI is not the one-way road to success."
4,2021.08.14,"Interesting and entertaining, but not nearly as deep as people think."
5,2021.08.09,"Only one word can define this movie: Spectacular.. I believe that giving academy award to it is one of the wisest decisions the academy has made... The story, its structure, the analogies and metaphors at the background, acting, the ending... Everything was great.. Strongly recommended.. Must watch.."
5,2021.08.02,"A perfect example of ""I think I know what this is, oh wait, oh no"", the movie is surprising, enjoyable, and thrilling, and it's interesting how every little thing plays in the story. A really nice movie!"
4,2021.07.31,"This Korean movie is a great one with lots of fun and trouble. The poor family help out in a rich families home, and make a lot of money. They discover secrets about the house that not even the rich people know of. Will they tell anyone or will they loose everything if discovered."
3.5,2021.07.29,‘The true measure of any society can be found in how it treats its most vulnerable members' A black comedy on social inequality! Something different!
5,2021.07.27,"i like realism film very much , most of south kroea movie are good at it, and i think parasite is the best one. it shocked me a lot the first time i watched it"
5,2021.07.26,One of the best movies of 2019
4.5,2021.07.25,"No turn that Bong Joon-ho's Parasite takes is expected, this is a thrilling, insane film that's never ever boring."
5,2021.07.25,The first-ever movie I watched that was in another language. The cinematography and filming was incredible. And the ending was really good. Highly Recommend. I really hope there is a parasite 2.
5,2021.07.23,"Work of art, such a good movie, a raw look into reality and the ""fight"" of social classes, I don't thing we´ll see sth as good as this one in a few years."
3.5,2021.07.20,"Good, but not great."
5,2021.07.20,BAM SMACK POW MIND BLOWN
5,2021.07.19,"Another rewatch, and this time it's another Bong Joon-Ho incredible work. The first half was funny and entertaining due to the witty ways that the main family climbed their ways into making a living. This wouldn't work well without the brilliant acting from the cast as well as the clever script. The second half was where the themes became apparently clear. The intestines scenes showed the struggles and determinations that the lower class had in order to climb up the society. Through the conversations, we had a maddening look at the differences between the two social classes, and how fed up one can feel. The use of symbolism was brilliant and subtle, which made the script even more masterful. Overall, arguably Bong Joon-Ho's best work. 9.5/10"
5,2021.07.12,"'Parasite' is an incredible, thrilling, suspenseful, twisty, sophisticated film. Not one moment on screen is wasted when this exciting plot is unfolding. It is very difficult to praise this film without revealing any spoilers, but if you are even curious about watching this, watch it. The discussion about the classism around the world is incredibly realized. Every actor does a wonderful job and the production value is really strong which just adds to the value of the film itself."
4,2021.07.10,A movie that digs deep into human psychology.
5,2021.07.08,"This movie is truly a masterpiece. The storytelling and plot are just so well thought out and complex, and the acting is outstanding. Parasite is honestly one of the best movies I have ever watched."
5,2021.07.07,great movie! A great cast with a great plot cant ask much better than that for a movie!
5,2021.07.06,"Wow, this family is so poor that they don't even live on ground level, they live below the street, below society. I like the mother, she's sassy and doesn't give a damn to speak her mind. Wow, that place is like a fortress. It's so beautiful, pristine like a palace. It looks like it doesn't even belong in the city. Something's kind of fishy with this huge house and it's inhabitants and I'm very curios as to what happens. I've noticed from watching several Korean movies, that they have a really good sense of humor. Almost very random and unexpected when it happens. The madame is quite attractive, she's cute. She's also very lively and has a great sense of humor. Hmm, that wall illuminating all the dishes and kitchen ware seems important, very interesting. These poor kids are really street smart, what they lack in wealth, they may up for with wits and grit. Fake it till you make it I guess is their motto. Wow, I don't know what to think about this poor family. Their motives and their plan is quite diabolical. They've basically gotten rid of all the help the rich family had. They even got rid of the housekeeper who seemed like a nice older lady. They seem kind of scum baggy to me, they're scummy people. I'm beginning to think that this poor family isn't a family at all and maybe they like work for the same company or person or something? Dude wtf is going on? Lol! There's this underground room where the old housekeeper's husband is living down there? Dude this is so fucking weird. I can't believe they got away with that escape. Holy shit, that was butt clenching. It's at this moment that the movie shifts into a completely different direction and even changes in mood and genre becoming more of a thriller/horror. It seems like the main theme is this movie is lies and deception. What you see, isn't really what you get and you can't really trust just about anyone, even if they're recommended by a reliable source. It's very odd to watch unfold, but this poor family has basically integrated themselves into the lives of this rich family. I guess they're all parasites feeding off this rich family. I don't know why but now I feel like the rich family is going to do something unexpected. I feel like there's going to be some kind of fucked up twist that's going to happen. They were the stink bugs all along, the lower class, the poor. There was a lot of twisted moments from both families. Beautifully filmed. The cinematography and compositions are impeccable. A feat of technical perfection. Brilliantly and cleverly written. Masterfully executed and filled with plenty of beautiful symbolism and metaphors. My only problem with the movie is that it's hard to relate to any of the characters since they're all essentially parasites and they all have really scummy characteristics to them, both the poor and the rich families. I guess I could relate the most to the rich families son and daughter. Watching this movie movie was something very exciting and thrilling, I didn't know what to expect next. I would definitely watch this movie again."
3.5,2021.07.04,A very good film. Is it the sixth best film ever made in the history of time? No. It is not the sixth best film ever made in the history of time. Can we calm down please? This is a good film. Let's leave it at that.
5,2021.07.03,"Audiovisualmente hermosa, actuaciones espectaculares y una trama que te mantiene expectante, sin duda parasite es una obra maestra que logra transmitir el suspenso y la angustia al espectador; y dar un claro mensaje sobre el panorama de la desigualdad económica en la sociedad."
5,2021.06.28,The perfect combination of the genius mind of Bong Joon Ho with an all-around stellar cast creates arguably one of the greatest films ever made.
5,2021.06.25,"A MASTERPIECE! Oh my, this film is unlike any other I've ever watched. Parasite truly proves that Koreans are capable of competing in anything. It's no surprise that this film has received countless honors and nominations, particularly at the Oscars, because it deserves them all. And the finale tho. It's a little bloody and disturbing, but it's also extremely satisfying. It's like watching Once Upon a Time in Hollywood all over again, but much better. I don't think I need to go into detail because it's flawless in every way. A film that is both distinctive and realistically remarkable. Go ahead and watch it on your own!"
5,2021.06.24,An absolute masterpiece. A truly thrilling film that keeps you on edge.
4.5,2021.06.22,"A dramatic and thrilling piece of film, a commentary on how lower class and upper class citizens are viewed and treated. The ending felt rather…far fetched, but it definitely didn't take away from the meaning of the film. I loved this, definitely deserving of a watch and 2019's film of the year."
4.5,2021.06.19,It's no wonder that this movie won an Oscar. It's nice seeing a fresh story. The acting was really good. I liked seeing how Koreans live and how they're culturally different from us.
0.5,2021.06.19,One of the most overestimated films in history.
4.5,2021.06.15,"great, cool storyline, interesting and really good acting"
4.5,2021.06.13,"Great film, definitely deserved best picture"
5,2021.06.11,) It was just a masterpiece.The director is a legendary writer too.
5,2021.06.11,"What a masterpiece. A movie that makes you forget you're watching a movie. Even without the twist, it was still a brilliant film."
5,2021.06.05,"Simply just a masterpiece. Amazing story, excellent performances, beautiful cinematography. Please don’t let the language barrier prevent you from seeing this. One of the best films I’ve ever seen."
5,2021.06.01,"With amazing visuals, a solid cast, and a story that keeps your heart thumping, Parasite is a work of art and a must-see film."
